OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
CEDEN,California State Water Resources Control Board,CEDEN--2147356381,Sample-Routine,Water,,40721,0.513888889,PST,,,,Surface,,,,,,,,KTMP_UKL_2011,Klamath Tribes Monitoring Program_UKL_2011,,CEDEN-KL0006,Upper Klamath Lake at Eagle Ridge-KL0006,,,,,42.4219,-121.944,Water_Grab,CEDEN,Water_Grab,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),STORET-833473980,,,Chlorophyll a,,7.15,ug/L,,Final,,Actual,,,,,,,,,,1,,0,m,,,,,,,66,CEDEN,EPA 445.0,,,ARI,18264,,,,,,,2020-04-08T01:48:50,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2147122484,Sample-Routine,Water,,40744,0.482638889,PST,,,,Surface,,,,,,,,KTMP_UKL_2011,Klamath Tribes Monitoring Program_UKL_2011,,CEDEN-KL0004,Upper Klamath Lake at Wocus Bay-KL0004,,,,,42.3262,-121.921,Water_Grab,CEDEN,Water_Grab,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),STORET-833361718,,,Chlorophyll a,,104,ug/L,,Final,,Actual,,,,,,,,,,1,,0,m,,,,,,,66,CEDEN,EPA 445.0,,,ARI,18264,,,,,,,2020-04-08T01:34:34,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0010:20110822:154500:SR:VT:002,Sample-Routine,Water,,40777,0.65625,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0010,AGENCY LAKE SOUTH,,,,,42.523583,-121.984278,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892085380,,,Chlorophyll a,Unfiltered,200.688802,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0010%3A20110822%3A154500%3ASR%3AVT%3A002/results/892085380/resdetectqntlmts,Method Detection Level,1,ug/L,,2021-04-13T16:04:42,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0007:20110517:132700:SR:VT:002,Sample-Routine,Water,,40680,0.560416667,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0007,UPPER KLAMATH LAKE AT SHOAL WATER BAY,,,,,42.40725,-121.963083,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892082682,,,Chlorophyll a,Unfiltered,7.84138019,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0007%3A20110517%3A132700%3ASR%3AVT%3A002/results/892082682/resdetectqntlmts,Method Detection Level,1,ug/L,,2021-04-13T16:04:27,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0003:20110418:103500:SR:VT:002,Sample-Routine,Water,,40651,0.440972222,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0003,UPPER KLAMATH LAKE AT NORTH BUCK ISLAND,,,,,42.308389,-121.856222,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892081867,,,Chlorophyll a,Unfiltered,17.52143225,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0003%3A20110418%3A103500%3ASR%3AVT%3A002/results/892081867/resdetectqntlmts,Method Detection Level,1,ug/L,,2021-04-13T16:04:23,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2147406296,Sample-Routine,Water,,40721,0.486111111,PST,,,,Surface,,,,,,,,KTMP_UKL_2011,Klamath Tribes Monitoring Program_UKL_2011,,CEDEN-KL0005,Upper Klamath Lake at Mid Lake-KL0005,,,,,42.3689,-121.85,Water_Grab,CEDEN,Water_Grab,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),STORET-832737957,,,Chlorophyll a,,12.7,ug/L,,Final,,Actual,,,,,,,,,,1,,0,m,,,,,,,66,CEDEN,EPA 445.0,,,ARI,18264,,,,,,,2020-04-08T00:05:51,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2147329682,Sample-Routine,Water,,40721,0.630555556,PST,,,,Surface,,,,,,,,KTMP_UKL_2011,Klamath Tribes Monitoring Program_UKL_2011,,CEDEN-KL0011,Upper Klamath Lake at Agency North-KL0011,,,,,42.5604,-121.949,Water_Grab,CEDEN,Water_Grab,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),STORET-832883166,,,Chlorophyll a,,8.49,ug/L,,Final,,Actual,,,,,,,,,,1,,0,m,,,,,,,66,CEDEN,EPA 445.0,,,ARI,18264,,,,,,,2020-04-08T00:28:08,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0008:20110613:132900:SR:VT:002,Sample-Routine,Water,,40707,0.561805556,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0008,UPPER KLAMATH LAKE AT MID-LAKE NORTH,,,,,42.441361,-121.998833,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892083429,,,Chlorophyll a,Unfiltered,17.52143225,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0008%3A20110613%3A132900%3ASR%3AVT%3A002/results/892083429/resdetectqntlmts,Method Detection Level,1,ug/L,,2021-04-13T16:04:31,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0005:20110602:110100:SR:VT:002,Sample-Routine,Water,,40696,0.459027778,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0005,UPPER KLAMATH LAKE AT MID-LAKE,,,,,42.369083,-121.848694,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892083048,,,Chlorophyll a,Unfiltered,14.02681457,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0005%3A20110602%3A110100%3ASR%3AVT%3A002/results/892083048/resdetectqntlmts,Method Detection Level,1,ug/L,,2021-04-13T16:04:29,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0004:20110418:110500:SR:VT:002,Sample-Routine,Water,,40651,0.461805556,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0004,UPPER KLAMATH LAKE AT WOCUS BAY,,,,,42.32689,-121.919922,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892081885,,,Chlorophyll a,Unfiltered,19.13756422,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0004%3A20110418%3A110500%3ASR%3AVT%3A002/results/892081885/resdetectqntlmts,Method Detection Level,1,ug/L,,2021-04-13T16:04:23,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0005:20110725:113500:SR:VT:002,Sample-Routine,Water,,40749,0.482638889,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0005,UPPER KLAMATH LAKE AT MID-LAKE,,,,,42.369083,-121.848694,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892084576,,,Chlorophyll a,Unfiltered,90.30284927,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0005%3A20110725%3A113500%3ASR%3AVT%3A002/results/892084576/resdetectqntlmts,Method Detection Level,1,ug/L,,2021-04-13T16:04:37,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0003:20110627:104000:SR:VT:002,Sample-Routine,Water,,40721,0.444444444,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0003,UPPER KLAMATH LAKE AT NORTH BUCK ISLAND,,,,,42.308389,-121.856222,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892083817,,,Chlorophyll a,Unfiltered,9.266944265,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0003%3A20110627%3A104000%3ASR%3AVT%3A002/results/892083817/resdetectqntlmts,Method Detection Level,1,ug/L,,2021-04-13T16:04:33,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0006:20110418:121500:SR:VT:002,Sample-Routine,Water,,40651,0.510416667,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0006,UPPER KLAMATH LAKE AT EAGLE RIDGE,,,,,42.422083,-121.943278,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892081876,,,Chlorophyll a,Unfiltered,17.52143225,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0006%3A20110418%3A121500%3ASR%3AVT%3A002/results/892081876/resdetectqntlmts,Method Detection Level,1,ug/L,,2021-04-13T16:04:23,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2147413901,Sample-Routine,Water,,40721,0.420138889,PST,,,,Surface,,,,,,,,KTMP_UKL_2011,Klamath Tribes Monitoring Program_UKL_2011,,CEDEN-KL0002,Upper Klamath Lake at Pelican Marina-KL0002,,,,,42.2416,-121.823,Water_Grab,CEDEN,Water_Grab,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),STORET-832939143,,,Chlorophyll a,,12,ug/L,,Final,,Actual,,,,,,,,,,1,,0,m,,,,,,,66,CEDEN,EPA 445.0,,,ARI,18264,,,,,,,2020-04-08T00:35:23,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0005:20111003:112500:SR:VT:002,Sample-Routine,Water,,40819,0.475694444,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0005,UPPER KLAMATH LAKE AT MID-LAKE,,,,,42.369083,-121.848694,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892086382,,,Chlorophyll a,Unfiltered,69.4154983,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0005%3A20111003%3A112500%3ASR%3AVT%3A002/results/892086382/resdetectqntlmts,Method Detection Level,1,ug/L,,2021-04-13T16:04:48,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0006:20110926:121400:SR:VT:002,Sample-Routine,Water,,40812,0.509722222,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0006,UPPER KLAMATH LAKE AT EAGLE RIDGE,,,,,42.422083,-121.943278,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892086048,,,Chlorophyll a,Unfiltered,70.28523085,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0006%3A20110926%3A121400%3ASR%3AVT%3A002/results/892086048/resdetectqntlmts,Method Detection Level,1,ug/L,,2021-04-13T16:04:46,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0005:20110926:113300:SR:VT:002,Sample-Routine,Water,,40812,0.48125,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0005,UPPER KLAMATH LAKE AT MID-LAKE,,,,,42.369083,-121.848694,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892086021,,,Chlorophyll a,Unfiltered,52.98364468,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0005%3A20110926%3A113300%3ASR%3AVT%3A002/results/892086021/resdetectqntlmts,Method Detection Level,1,ug/L,,2021-04-13T16:04:46,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0006:20110627:122000:SR:VT:002,Sample-Routine,Water,,40721,0.513888889,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0006,UPPER KLAMATH LAKE AT EAGLE RIDGE,,,,,42.422083,-121.943278,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892083808,,,Chlorophyll a,Unfiltered,8.584644109,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0006%3A20110627%3A122000%3ASR%3AVT%3A002/results/892083808/resdetectqntlmts,Method Detection Level,1,ug/L,,2021-04-13T16:04:33,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0003:20111017:105000:SR:VT:002,Sample-Routine,Water,,40833,0.451388889,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0003,UPPER KLAMATH LAKE AT NORTH BUCK ISLAND,,,,,42.308389,-121.856222,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892086752,,,Chlorophyll a,Unfiltered,56.58103947,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0003%3A20111017%3A105000%3ASR%3AVT%3A002/results/892086752/resdetectqntlmts,Method Detection Level,1,ug/L,,2021-04-13T16:04:50,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0004:20110822:111500:SR:VT:002,Sample-Routine,Water,,40777,0.46875,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0004,UPPER KLAMATH LAKE AT WOCUS BAY,,,,,42.32689,-121.919922,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892085398,,,Chlorophyll a,Unfiltered,344.4401179,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0004%3A20110822%3A111500%3ASR%3AVT%3A002/results/892085398/resdetectqntlmts,Method Detection Level,1,ug/L,,2021-04-13T16:04:42,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2147266461,Sample-Routine,Water,,40896,0.380555556,PST,,,,Surface,,,,,,,,KTMP_UKL_2011,Klamath Tribes Monitoring Program_UKL_2011,,CEDEN-KL0001,Upper Klamath Lake at Link Bridge-KL0001,,,,,42.2386,-121.806,Water_Grab,CEDEN,Water_Grab,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),STORET-833386455,,,Chlorophyll a,,5,ug/L,,Final,,Actual,,,,,,,,,,1,,0,m,,,,,,,66,CEDEN,EPA 445.0,,,ARI,18264,,,,,,,2020-04-08T01:37:53,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2147383657,Sample-Routine,Water,,40777,0.416666667,PST,,,,Surface,,,,,,,,KTMP_UKL_2011,Klamath Tribes Monitoring Program_UKL_2011,,CEDEN-KL0002,Upper Klamath Lake at Pelican Marina-KL0002,,,,,42.2416,-121.823,Water_Grab,CEDEN,Water_Grab,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),STORET-833033184,,,Chlorophyll a,,74,ug/L,,Final,,Actual,,,,,,,,,,1,,0,m,,,,,,,66,CEDEN,EPA 445.0,,,ARI,18264,,,,,,,2020-04-08T00:46:46,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2147270735,Sample-Routine,Water,,40696,0.548611111,PST,,,,Surface,,,,,,,,KTMP_UKL_2011,Klamath Tribes Monitoring Program_UKL_2011,,CEDEN-KL0009,Upper Klamath Lake at Coon Point-KL0009,,,,,42.4356,-122.029,Water_Grab,CEDEN,Water_Grab,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),STORET-832916514,,,Chlorophyll a,,13.9,ug/L,,Final,,Actual,,,,,,,,,,1,,0,m,,,,,,,66,CEDEN,EPA 445.0,,,ARI,18264,,,,,,,2020-04-08T00:32:29,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2147355630,Sample-Routine,Water,,40665,0.520833333,PST,,,,Surface,,,,,,,,KTMP_UKL_2011,Klamath Tribes Monitoring Program_UKL_2011,,CEDEN-KL0006,Upper Klamath Lake at Eagle Ridge-KL0006,,,,,42.4219,-121.944,Water_Grab,CEDEN,Water_Grab,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),STORET-833332188,,,Chlorophyll a,,20.5,ug/L,,Final,,Actual,,,,,,,,,,1,,0,m,,,,,,,66,CEDEN,EPA 445.0,,,ARI,18264,,,,,,,2020-04-08T01:29:37,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0004:20110720:113500:SR:VT:002,Sample-Routine,Water,,40744,0.482638889,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0004,UPPER KLAMATH LAKE AT WOCUS BAY,,,,,42.32689,-121.919922,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892084211,,,Chlorophyll a,Unfiltered,90.30284927,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0004%3A20110720%3A113500%3ASR%3AVT%3A002/results/892084211/resdetectqntlmts,Method Detection Level,1,ug/L,,2021-04-13T16:04:35,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0003:20110502:104500:SR:VT:002,Sample-Routine,Water,,40665,0.447916667,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0003,UPPER KLAMATH LAKE AT NORTH BUCK ISLAND,,,,,42.308389,-121.856222,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892082251,,,Chlorophyll a,Unfiltered,19.3264358,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0003%3A20110502%3A104500%3ASR%3AVT%3A002/results/892082251/resdetectqntlmts,Method Detection Level,1,ug/L,,2021-04-13T16:04:25,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0006:20111003:120000:SR:VT:002,Sample-Routine,Water,,40819,0.5,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0006,UPPER KLAMATH LAKE AT EAGLE RIDGE,,,,,42.422083,-121.943278,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892086427,,,Chlorophyll a,Unfiltered,75.16033263,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0006%3A20111003%3A120000%3ASR%3AVT%3A002/results/892086427/resdetectqntlmts,Method Detection Level,1,ug/L,,2021-04-13T16:04:48,STORET
